Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-04-21 00:00:00,38.11009979248047,38.11009979248047,38.10960006713867,38.10960006713867,0,0.0,0.0
2025-04-21 00:03:00,38.11962890625,38.11962890625,38.09711837768555,38.09711837768555,0,0.0,0.0
2025-04-21 00:04:00,38.09651184082031,38.118560791015625,38.09651184082031,38.118560791015625,0,0.0,0.0
2025-04-21 00:05:00,38.11867141723633,38.118900299072266,38.11867141723633,38.118900299072266,0,0.0,0.0
2025-04-21 00:06:00,38.11901092529297,38.119171142578125,38.11899948120117,38.119171142578125,0,0.0,0.0
2025-04-21 00:08:00,38.119171142578125,38.119171142578125,38.119171142578125,38.119171142578125,0,0.0,0.0
2025-04-21 00:10:00,38.11915969848633,38.11915969848633,38.11915969848633,38.11915969848633,0,0.0,0.0
2025-04-21 00:35:00,38.11928939819336,38.11928939819336,38.11928939819336,38.11928939819336,0,0.0,0.0
2025-04-21 00:45:00,38.12739944458008,38.12739944458008,38.12739944458008,38.12739944458008,0,0.0,0.0
2025-04-21 00:52:00,38.12767028808594,38.12767028808594,38.12767028808594,38.12767028808594,0,0.0,0.0
2025-04-21 00:53:00,38.128021240234375,38.12862014770508,38.128021240234375,38.12862014770508,0,0.0,0.0
2025-04-21 00:54:00,38.12876892089844,38.12929153442383,38.12876892089844,38.12929153442383,0,0.0,0.0
2025-04-21 00:55:00,38.129398345947266,38.129398345947266,38.12900161743164,38.12900161743164,0,0.0,0.0
2025-04-21 00:56:00,38.128929138183594,38.128929138183594,38.12889099121094,38.12889099121094,0,0.0,0.0
2025-04-21 00:57:00,38.128849029541016,38.128849029541016,38.12881088256836,38.12881088256836,0,0.0,0.0
2025-04-21 01:09:00,38.12894058227539,38.12894058227539,38.12894058227539,38.12894058227539,0,0.0,0.0
2025-04-21 01:12:00,38.13315963745117,38.13315963745117,38.13315963745117,38.13315963745117,0,0.0,0.0
2025-04-21 01:30:00,38.17319869995117,38.17319869995117,38.102088928222656,38.143558502197266,0,0.0,0.0
2025-04-21 01:31:00,38.14414978027344,38.184669494628906,38.030601501464844,38.181819915771484,0,0.0,0.0
2025-04-21 01:32:00,38.18151092529297,38.19784927368164,38.04169845581055,38.04169845581055,0,0.0,0.0
2025-04-21 01:33:00,38.19464111328125,38.19464111328125,38.04180145263672,38.05929946899414,0,0.0,0.0
2025-04-21 01:34:00,38.19102096557617,38.1910400390625,38.05950164794922,38.18857955932617,0,0.0,0.0
2025-04-21 01:35:00,38.11819839477539,38.18906021118164,38.0609016418457,38.080501556396484,0,0.0,0.0
2025-04-21 01:36:00,38.08100128173828,38.18907928466797,38.08100128173828,38.18906021118164,0,0.0,0.0
2025-04-21 01:37:00,38.188358306884766,38.18846130371094,38.07440185546875,38.18109893798828,0,0.0,0.0
2025-04-21 01:38:00,38.11669921875,38.18149948120117,38.074501037597656,38.18143081665039,0,0.0,0.0
