Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-04-21 00:03:00,1.34089994430542,1.34089994430542,1.34089994430542,1.34089994430542,0,0.0,0.0
2025-04-21 00:08:00,1.3402999639511108,1.3402999639511108,1.3402999639511108,1.3402999639511108,0,0.0,0.0
2025-04-21 00:13:00,1.3406000137329102,1.3406000137329102,1.3406000137329102,1.3406000137329102,0,0.0,0.0
2025-04-21 00:18:00,1.339900016784668,1.339900016784668,1.339900016784668,1.339900016784668,0,0.0,0.0
2025-04-21 00:23:00,1.3401999473571777,1.3401999473571777,1.3401999473571777,1.3401999473571777,0,0.0,0.0
2025-04-21 00:28:00,1.3396999835968018,1.3396999835968018,1.3396999835968018,1.3396999835968018,0,0.0,0.0
2025-04-21 00:33:00,1.3391000032424927,1.3391000032424927,1.3391000032424927,1.3391000032424927,0,0.0,0.0
2025-04-21 00:38:00,1.3392000198364258,1.3392000198364258,1.3392000198364258,1.3392000198364258,0,0.0,0.0
2025-04-21 00:43:00,1.3395999670028687,1.3395999670028687,1.3395999670028687,1.3395999670028687,0,0.0,0.0
2025-04-21 00:48:00,1.3406000137329102,1.3406000137329102,1.3406000137329102,1.3406000137329102,0,0.0,0.0
2025-04-21 00:53:00,1.3406000137329102,1.3406000137329102,1.3406000137329102,1.3406000137329102,0,0.0,0.0
2025-04-21 00:58:00,1.340999960899353,1.340999960899353,1.340999960899353,1.340999960899353,0,0.0,0.0
2025-04-21 01:03:00,1.34089994430542,1.34089994430542,1.34089994430542,1.34089994430542,0,0.0,0.0
2025-04-21 01:08:00,1.341599941253662,1.341599941253662,1.341599941253662,1.341599941253662,0,0.0,0.0
2025-04-21 01:13:00,1.3417999744415283,1.3417999744415283,1.3417999744415283,1.3417999744415283,0,0.0,0.0
2025-04-21 01:18:00,1.3415000438690186,1.3415000438690186,1.3415000438690186,1.3415000438690186,0,0.0,0.0
2025-04-21 01:23:00,1.3416999578475952,1.3416999578475952,1.3416999578475952,1.3416999578475952,0,0.0,0.0
2025-04-21 01:28:00,1.3417999744415283,1.3417999744415283,1.3417999744415283,1.3417999744415283,0,0.0,0.0
2025-04-21 01:33:00,1.3421000242233276,1.3421000242233276,1.3421000242233276,1.3421000242233276,0,0.0,0.0
2025-04-21 01:38:00,1.3427000045776367,1.3427000045776367,1.3427000045776367,1.3427000045776367,0,0.0,0.0
2025-04-21 01:43:00,1.343000054359436,1.343000054359436,1.343000054359436,1.343000054359436,0,0.0,0.0
2025-04-21 01:48:00,1.3425999879837036,1.3425999879837036,1.3425999879837036,1.3425999879837036,0,0.0,0.0
2025-04-21 01:53:00,1.3413000106811523,1.3413000106811523,1.3413000106811523,1.3413000106811523,0,0.0,0.0
2025-04-21 01:58:00,1.34089994430542,1.34089994430542,1.34089994430542,1.34089994430542,0,0.0,0.0
