Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-04-21 00:00:00,0.5876299738883972,0.5876700282096863,0.5873200297355652,0.5874500274658203,0,0.0,0.0
2025-04-21 00:01:00,0.5874300003051758,0.5874800086021423,0.5872600078582764,0.5874699950218201,0,0.0,0.0
2025-04-21 00:02:00,0.5874199867248535,0.5875800251960754,0.5867800116539001,0.5875300168991089,0,0.0,0.0
2025-04-21 00:03:00,0.5875399708747864,0.5875599980354309,0.5874300003051758,0.5875099897384644,0,0.0,0.0
2025-04-21 00:04:00,0.5874800086021423,0.5875300168991089,0.5872300267219543,0.5872499942779541,0,0.0,0.0
2025-04-21 00:05:00,0.5872300267219543,0.5872600078582764,0.5864199995994568,0.5871899724006653,0,0.0,0.0
2025-04-21 00:06:00,0.5872200131416321,0.587369978427887,0.587119996547699,0.5872099995613098,0,0.0,0.0
2025-04-21 00:07:00,0.5871800184249878,0.5872300267219543,0.5870299935340881,0.5870800018310547,0,0.0,0.0
2025-04-21 00:08:00,0.5870599746704102,0.5870800018310547,0.5861700177192688,0.5868899822235107,0,0.0,0.0
2025-04-21 00:09:00,0.5868600010871887,0.5869100093841553,0.5867000222206116,0.5868099927902222,0,0.0,0.0
2025-04-21 00:10:00,0.5867199897766113,0.5868499875068665,0.586679995059967,0.5867400169372559,0,0.0,0.0
2025-04-21 00:11:00,0.5867699980735779,0.586899995803833,0.5862200260162354,0.5868399739265442,0,0.0,0.0
2025-04-21 00:12:00,0.5868600010871887,0.5870199799537659,0.5868200063705444,0.5869799852371216,0,0.0,0.0
2025-04-21 00:13:00,0.5869899988174438,0.5871000289916992,0.5867900252342224,0.5868899822235107,0,0.0,0.0
2025-04-21 00:14:00,0.5868899822235107,0.5870800018310547,0.5863100290298462,0.5870199799537659,0,0.0,0.0
2025-04-21 00:15:00,0.5869600176811218,0.5871000289916992,0.5869200229644775,0.5870299935340881,0,0.0,0.0
2025-04-21 00:16:00,0.5870100259780884,0.5871000289916992,0.5869200229644775,0.5870599746704102,0,0.0,0.0
2025-04-21 00:17:00,0.5870699882507324,0.5871899724006653,0.5863800048828125,0.5871800184249878,0,0.0,0.0
2025-04-21 00:18:00,0.587149977684021,0.5871999859809875,0.5870299935340881,0.5871000289916992,0,0.0,0.0
2025-04-21 00:19:00,0.5871099829673767,0.587149977684021,0.5869899988174438,0.5870800018310547,0,0.0,0.0
2025-04-21 00:20:00,0.5870800018310547,0.5871899724006653,0.5864199995994568,0.587149977684021,0,0.0,0.0
2025-04-21 00:21:00,0.5871400237083435,0.5875999927520752,0.5871300101280212,0.5875499844551086,0,0.0,0.0
2025-04-21 00:22:00,0.5875200033187866,0.5875999927520752,0.5874300003051758,0.5875399708747864,0,0.0,0.0
2025-04-21 00:23:00,0.5875399708747864,0.5878300070762634,0.5870599746704102,0.5877599716186523,0,0.0,0.0
2025-04-21 00:24:00,0.5877500176429749,0.5878199934959412,0.5876500010490417,0.587689995765686,0,0.0,0.0
2025-04-21 00:25:00,0.5876700282096863,0.5878000259399414,0.5876399874687195,0.5877100229263306,0,0.0,0.0
