Price,Close,High,Low,Open,Volume
Ticker,USDZAR=X,USDZAR=X,USDZAR=X,USDZAR=X,USDZAR=X
Datetime,,,,,
2025-04-17 23:00:00+00:00,18.796199798583984,18.80069923400879,18.76729965209961,18.797100067138672,0
2025-04-17 23:01:00+00:00,18.794200897216797,18.798900604248047,18.792999267578125,18.797500610351562,0
2025-04-17 23:02:00+00:00,18.796300888061523,18.800600051879883,18.792999267578125,18.79680061340332,0
2025-04-17 23:03:00+00:00,18.797700881958008,18.80150032043457,18.76729965209961,18.795799255371094,0
2025-04-17 23:04:00+00:00,18.771900177001953,18.803199768066406,18.767900466918945,18.798599243164062,0
2025-04-17 23:05:00+00:00,18.79789924621582,18.80139923095703,18.795499801635742,18.79680061340332,0
2025-04-17 23:06:00+00:00,18.79800033569336,18.802799224853516,18.769899368286133,18.797800064086914,0
2025-04-17 23:07:00+00:00,18.798599243164062,18.8031005859375,18.769800186157227,18.797800064086914,0
2025-04-17 23:08:00+00:00,18.796100616455078,18.802000045776367,18.76759910583496,18.797800064086914,0
2025-04-17 23:09:00+00:00,18.797800064086914,18.800399780273438,18.773799896240234,18.79509925842285,0
2025-04-17 23:10:00+00:00,18.773399353027344,18.801300048828125,18.7731990814209,18.794599533081055,0
2025-04-17 23:11:00+00:00,18.79319953918457,18.797800064086914,18.76759910583496,18.787200927734375,0
2025-04-17 23:12:00+00:00,18.794200897216797,18.802600860595703,18.76689910888672,18.79599952697754,0
2025-04-17 23:13:00+00:00,18.795000076293945,18.801799774169922,18.7721004486084,18.800600051879883,0
2025-04-17 23:14:00+00:00,18.79560089111328,18.800899505615234,18.792999267578125,18.79319953918457,0
2025-04-17 23:15:00+00:00,18.798200607299805,18.801599502563477,18.794099807739258,18.79960060119629,0
2025-04-17 23:16:00+00:00,18.797500610351562,18.80150032043457,18.79400062561035,18.79789924621582,0
2025-04-17 23:17:00+00:00,18.797100067138672,18.80150032043457,18.79640007019043,18.797800064086914,0
2025-04-17 23:18:00+00:00,18.79640007019043,18.80150032043457,18.773399353027344,18.79640007019043,0
2025-04-17 23:19:00+00:00,18.79490089416504,18.80139923095703,18.767499923706055,18.800100326538086,0
2025-04-17 23:20:00+00:00,18.795000076293945,18.799800872802734,18.766599655151367,18.795900344848633,0
2025-04-17 23:21:00+00:00,18.798099517822266,18.79990005493164,18.79509925842285,18.79599952697754,0
2025-04-17 23:22:00+00:00,18.796600341796875,18.800399780273438,18.795299530029297,18.796499252319336,0
2025-04-17 23:23:00+00:00,18.797100067138672,18.79990005493164,18.7947998046875,18.795700073242188,0
2025-04-17 23:24:00+00:00,18.79960060119629,18.800399780273438,18.795299530029297,18.795900344848633,0
2025-04-17 23:25:00+00:00,18.797700881958008,18.80030059814453,18.795299530029297,18.79669952392578,0
2025-04-17 23:26:00+00:00,18.79759979248047,18.80139923095703,18.766199111938477,18.785400390625,0
2025-04-17 23:27:00+00:00,18.800800323486328,18.801300048828125,18.79640007019043,18.800399780273438,0
2025-04-17 23:28:00+00:00,18.79759979248047,18.80139923095703,18.79640007019043,18.79759979248047,0
2025-04-17 23:29:00+00:00,18.79935073852539,18.80139923095703,18.77359962463379,18.80069923400879,0
2025-04-17 23:30:00+00:00,18.796300888061523,18.80120086669922,18.769899368286133,18.799800872802734,0
2025-04-17 23:31:00+00:00,18.797500610351562,18.802000045776367,18.79439926147461,18.79840087890625,0
2025-04-17 23:32:00+00:00,18.794599533081055,18.80150032043457,18.79439926147461,18.79439926147461,0
2025-04-17 23:33:00+00:00,18.796300888061523,18.80139923095703,18.79439926147461,18.79439926147461,0
2025-04-17 23:34:00+00:00,18.796499252319336,18.7987003326416,18.76930046081543,18.797700881958008,0
2025-04-17 23:35:00+00:00,18.79490089416504,18.801300048828125,18.766399383544922,18.79640007019043,0
2025-04-17 23:36:00+00:00,18.794599533081055,18.80109977722168,18.79450035095215,18.794599533081055,0
2025-04-17 23:37:00+00:00,18.777099609375,18.801000595092773,18.770299911499023,18.798349380493164,0
2025-04-17 23:38:00+00:00,18.795799255371094,18.800899505615234,18.7721004486084,18.77739906311035,0
2025-04-17 23:39:00+00:00,18.79520034790039,18.795400619506836,18.79520034790039,18.795400619506836,0
2025-04-17 23:40:00+00:00,18.79520034790039,18.79520034790039,18.79520034790039,18.79520034790039,0
2025-04-17 23:41:00+00:00,18.795299530029297,18.800899505615234,18.768400192260742,18.768400192260742,0
2025-04-17 23:42:00+00:00,18.777299880981445,18.800899505615234,18.77720069885254,18.79520034790039,0
2025-04-17 23:43:00+00:00,18.777999877929688,18.80030059814453,18.77680015563965,18.77750015258789,0
2025-04-17 23:44:00+00:00,18.77790069580078,18.800399780273438,18.77680015563965,18.79520034790039,0
2025-04-17 23:45:00+00:00,18.800600051879883,18.800800323486328,18.77720069885254,18.79290008544922,0
2025-04-17 23:46:00+00:00,18.800500869750977,18.800800323486328,18.76810073852539,18.800500869750977,0
2025-04-17 23:47:00+00:00,18.800600051879883,18.800800323486328,18.800500869750977,18.800800323486328,0
2025-04-17 23:48:00+00:00,18.800500869750977,18.804100036621094,18.797199249267578,18.800500869750977,0
2025-04-17 23:49:00+00:00,18.800600051879883,18.800899505615234,18.774700164794922,18.800899505615234,0
2025-04-17 23:50:00+00:00,18.800399780273438,18.800800323486328,18.791200637817383,18.797300338745117,0
2025-04-17 23:51:00+00:00,18.77739906311035,18.800600051879883,18.777099609375,18.800399780273438,0
2025-04-17 23:52:00+00:00,18.77739906311035,18.800399780273438,18.763700485229492,18.792800903320312,0
2025-04-17 23:53:00+00:00,18.777099609375,18.800600051879883,18.777099609375,18.80030059814453,0
2025-04-17 23:54:00+00:00,18.797800064086914,18.800800323486328,18.776500701904297,18.799999237060547,0
2025-04-17 23:55:00+00:00,18.77720069885254,18.800399780273438,18.776500701904297,18.79960060119629,0
2025-04-17 23:56:00+00:00,18.777299880981445,18.800399780273438,18.776899337768555,18.77739906311035,0
2025-04-17 23:57:00+00:00,18.797100067138672,18.800199508666992,18.771900177001953,18.777000427246094,0
2025-04-17 23:58:00+00:00,18.79599952697754,18.800600051879883,18.776500701904297,18.77720069885254,0
2025-04-17 23:59:00+00:00,18.79599952697754,18.80030059814453,18.776899337768555,18.79840087890625,0
2025-04-18 00:00:00+00:00,18.78809928894043,18.794599533081055,18.774099349975586,18.77790069580078,0
2025-04-18 00:01:00+00:00,18.794200897216797,18.797800064086914,18.794200897216797,18.794200897216797,0
2025-04-18 00:02:00+00:00,18.794200897216797,18.795900344848633,18.774799346923828,18.794200897216797,0
2025-04-18 00:03:00+00:00,18.77869987487793,18.794200897216797,18.76930046081543,18.794200897216797,0
2025-04-18 00:04:00+00:00,18.779600143432617,18.779800415039062,18.775299072265625,18.775400161743164,0
2025-04-18 00:06:00+00:00,18.798749923706055,18.7989501953125,18.779800415039062,18.796579360961914,0
2025-04-18 00:07:00+00:00,18.794200897216797,18.80430030822754,18.779499053955078,18.779499053955078,0
2025-04-18 00:08:00+00:00,18.79439926147461,18.802000045776367,18.794200897216797,18.800800323486328,0
2025-04-18 00:10:00+00:00,18.778900146484375,18.796649932861328,18.7731990814209,18.796649932861328,0
2025-04-18 00:11:00+00:00,18.77899932861328,18.779399871826172,18.774900436401367,18.779399871826172,0
2025-04-18 00:12:00+00:00,18.77589988708496,18.780099868774414,18.77549934387207,18.77989959716797,0
2025-04-18 00:13:00+00:00,18.77680015563965,18.77989959716797,18.771299362182617,18.775699615478516,0
2025-04-18 00:14:00+00:00,18.779800415039062,18.779800415039062,18.771900177001953,18.77720069885254,0
2025-04-18 00:15:00+00:00,18.77829933166504,18.779800415039062,18.774700164794922,18.779800415039062,0
2025-04-18 00:16:00+00:00,18.772499084472656,18.79585075378418,18.772499084472656,18.778400421142578,0
2025-04-18 00:17:00+00:00,18.772499084472656,18.795150756835938,18.768699645996094,18.775800704956055,0
2025-04-18 00:18:00+00:00,18.77199935913086,18.77720069885254,18.767799377441406,18.773700714111328,0
2025-04-18 00:19:00+00:00,18.777099609375,18.777099609375,18.771499633789062,18.771799087524414,0
2025-04-18 00:20:00+00:00,18.776399612426758,18.777299880981445,18.771799087524414,18.777299880981445,0
2025-04-18 00:21:00+00:00,18.775299072265625,18.77669906616211,18.775299072265625,18.77669906616211,0
2025-04-18 00:22:00+00:00,18.774900436401367,18.77669906616211,18.77440071105957,18.774900436401367,0
2025-04-18 00:23:00+00:00,18.775299072265625,18.776100158691406,18.77440071105957,18.77519989013672,0
2025-04-18 00:24:00+00:00,18.800899505615234,18.800899505615234,18.76580047607422,18.774900436401367,0
2025-04-18 00:25:00+00:00,18.79439926147461,18.800800323486328,18.794200897216797,18.794200897216797,0
2025-04-18 00:26:00+00:00,18.778200149536133,18.8080997467041,18.772300720214844,18.802499771118164,0
2025-04-18 00:27:00+00:00,18.781299591064453,18.795000076293945,18.777599334716797,18.789400100708008,0
2025-04-18 00:28:00+00:00,18.77869987487793,18.792999267578125,18.777700424194336,18.77899932861328,0
2025-04-18 00:29:00+00:00,18.77869987487793,18.781600952148438,18.77739906311035,18.778799057006836,0
2025-04-18 00:30:00+00:00,18.78059959411621,18.7810001373291,18.778499603271484,18.778499603271484,0
2025-04-18 00:32:00+00:00,18.809099197387695,18.809099197387695,18.809099197387695,18.809099197387695,0
2025-04-18 00:33:00+00:00,18.78499984741211,18.822540283203125,18.771499633789062,18.77359962463379,0
2025-04-18 00:34:00+00:00,18.79939079284668,18.809179306030273,18.778600692749023,18.780500411987305,0
2025-04-18 00:35:00+00:00,18.805349349975586,18.814149856567383,18.78499984741211,18.809179306030273,0
