Price,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
Ticker,EURJPY=X,HKDAUD=X,EURJPY=X,HKDAUD=X,EURJPY=X,HKDAUD=X,EURJPY=X,HKDAUD=X,EURJPY=X,HKDAUD=X
Datetime,,,,,,,,,,
2025-04-17 23:00:00+00:00,161.81399536132812,,161.9010009765625,,161.7740020751953,,161.83700561523438,,0,
2025-04-17 23:01:00+00:00,161.802001953125,0.2016499936580658,161.9010009765625,0.2016499936580658,161.78599548339844,0.2016499936580658,161.8209991455078,0.2016499936580658,0,0.0
2025-04-17 23:02:00+00:00,161.78599548339844,,161.84800720214844,,161.76800537109375,,161.80599975585938,,0,
2025-04-17 23:03:00+00:00,161.7989959716797,0.20166000723838806,161.8820037841797,0.20166000723838806,161.75100708007812,0.20166000723838806,161.78500366210938,0.20166000723838806,0,0.0
2025-04-17 23:04:00+00:00,161.8939971923828,,161.92100524902344,,161.7689971923828,,161.7899932861328,,0,
2025-04-17 23:05:00+00:00,161.86000061035156,0.2016499936580658,161.98500061035156,0.2016499936580658,161.8260040283203,0.2016499936580658,161.86500549316406,0.2016499936580658,0,0.0
2025-04-17 23:06:00+00:00,161.87600708007812,,161.9080047607422,,161.76699829101562,,161.8509979248047,,0,
2025-04-17 23:07:00+00:00,161.85400390625,0.2016499936580658,161.92300415039062,0.2016499936580658,161.83299255371094,0.2016499936580658,161.86399841308594,0.2016499936580658,0,0.0
2025-04-17 23:08:00+00:00,161.86500549316406,,161.91799926757812,,161.81199645996094,,161.88099670410156,,0,
2025-04-17 23:09:00+00:00,161.83099365234375,0.2016499936580658,161.94200134277344,0.2016499936580658,161.83099365234375,0.2016499936580658,161.86399841308594,0.2016499936580658,0,0.0
2025-04-17 23:10:00+00:00,161.84800720214844,,161.89500427246094,,161.8209991455078,,161.85400390625,,0,
2025-04-17 23:11:00+00:00,161.8459930419922,0.20166000723838806,161.94200134277344,0.20166000723838806,161.82899475097656,0.20166000723838806,161.843994140625,0.20166000723838806,0,0.0
2025-04-17 23:12:00+00:00,161.8560028076172,,161.89300537109375,,161.8260040283203,,161.8419952392578,,0,
2025-04-17 23:13:00+00:00,161.86000061035156,0.20166000723838806,161.9409942626953,0.20166000723838806,161.8470001220703,0.20166000723838806,161.85499572753906,0.20166000723838806,0,0.0
2025-04-17 23:14:00+00:00,161.843994140625,,161.89700317382812,,161.84300231933594,,161.86700439453125,,0,
2025-04-17 23:15:00+00:00,161.8209991455078,0.2016499936580658,161.92100524902344,0.2016499936580658,161.7530059814453,0.2016499936580658,161.8520050048828,0.2016499936580658,0,0.0
2025-04-17 23:16:00+00:00,161.8489990234375,,161.88800048828125,,161.74899291992188,,161.80099487304688,,0,
2025-04-17 23:17:00+00:00,161.79600524902344,0.2016499936580658,161.88800048828125,0.2016499936580658,161.77200317382812,0.2016499936580658,161.8520050048828,0.2016499936580658,0,0.0
2025-04-17 23:18:00+00:00,161.80099487304688,,161.8719940185547,,161.7729949951172,,161.802001953125,,0,
2025-04-17 23:19:00+00:00,161.82200622558594,0.20167000591754913,161.88099670410156,0.20167000591754913,161.7689971923828,0.20167000591754913,161.80299377441406,0.20167000591754913,0,0.0
2025-04-17 23:20:00+00:00,161.88999938964844,,161.8990020751953,,161.8179931640625,,161.83200073242188,,0,
2025-04-17 23:21:00+00:00,161.81399536132812,0.20167000591754913,161.89700317382812,0.20167000591754913,161.7790069580078,0.20167000591754913,161.89300537109375,0.20167000591754913,0,0.0
2025-04-17 23:22:00+00:00,161.81900024414062,,161.8520050048828,,161.7760009765625,,161.81199645996094,,0,
2025-04-17 23:23:00+00:00,161.8000030517578,0.20167000591754913,161.87600708007812,0.20167000591754913,161.7760009765625,0.20167000591754913,161.8090057373047,0.20167000591754913,0,0.0
2025-04-17 23:24:00+00:00,161.802001953125,,161.8520050048828,,161.78199768066406,,161.78700256347656,,0,
2025-04-17 23:25:00+00:00,161.79800415039062,0.20167000591754913,161.906005859375,0.20167000591754913,161.77699279785156,0.20167000591754913,161.80099487304688,0.20167000591754913,0,0.0
2025-04-17 23:26:00+00:00,161.7949981689453,,161.8520050048828,,161.77699279785156,,161.8000030517578,,0,
2025-04-17 23:27:00+00:00,161.8209991455078,0.20169000327587128,161.8769989013672,0.20169000327587128,161.781005859375,0.20169000327587128,161.79100036621094,0.20169000327587128,0,0.0
2025-04-17 23:28:00+00:00,161.84800720214844,,161.88999938964844,,161.78399658203125,,161.802001953125,,0,
2025-04-17 23:29:00+00:00,161.822998046875,0.2015800029039383,161.9759979248047,0.2015800029039383,161.79200744628906,0.2015800029039383,161.8209991455078,0.2015800029039383,0,0.0
2025-04-17 23:30:00+00:00,161.79400634765625,,161.88099670410156,,161.76300048828125,,161.8209991455078,,0,
2025-04-17 23:31:00+00:00,161.83200073242188,0.20156000554561615,161.8979949951172,0.20156000554561615,161.76699829101562,0.20156000554561615,161.7899932861328,0.20156000554561615,0,0.0
2025-04-17 23:32:00+00:00,161.83799743652344,,161.87600708007812,,161.76800537109375,,161.80299377441406,,0,
2025-04-17 23:33:00+00:00,161.8260040283203,0.20156000554561615,161.9040069580078,0.20156000554561615,161.79400634765625,0.20156000554561615,161.81500244140625,0.20156000554561615,0,0.0
2025-04-17 23:34:00+00:00,161.85400390625,,161.8719940185547,,161.78900146484375,,161.8159942626953,,0,
2025-04-17 23:35:00+00:00,161.82899475097656,0.20157000422477722,161.90899658203125,0.20157000422477722,161.79100036621094,0.20157000422477722,161.85000610351562,0.20157000422477722,0,0.0
2025-04-17 23:36:00+00:00,161.82000732421875,,161.86500549316406,,161.7949981689453,,161.8159942626953,,0,
2025-04-17 23:37:00+00:00,161.81700134277344,0.20157000422477722,161.91200256347656,0.20157000422477722,161.8040008544922,0.20157000422477722,161.81300354003906,0.20157000422477722,0,0.0
2025-04-17 23:38:00+00:00,161.82000732421875,,161.87399291992188,,161.79600524902344,,161.82699584960938,,0,
2025-04-17 23:39:00+00:00,161.8159942626953,0.2015800029039383,161.91700744628906,0.2015800029039383,161.79600524902344,0.2015800029039383,161.82000732421875,0.2015800029039383,0,0.0
2025-04-17 23:40:00+00:00,161.802001953125,,161.88800048828125,,161.79100036621094,,161.802001953125,,0,
2025-04-17 23:41:00+00:00,161.84500122070312,0.20151999592781067,161.91400146484375,0.20151999592781067,161.78900146484375,0.20151999592781067,161.80599975585938,0.20151999592781067,0,0.0
2025-04-17 23:42:00+00:00,161.81399536132812,,161.86599731445312,,161.79100036621094,,161.83599853515625,,0,
2025-04-17 23:43:00+00:00,161.80299377441406,0.2015399932861328,161.93099975585938,0.2015399932861328,161.79299926757812,0.2015399932861328,161.83599853515625,0.2015399932861328,0,0.0
2025-04-17 23:44:00+00:00,161.82400512695312,,161.87600708007812,,161.78799438476562,,161.80499267578125,,0,
2025-04-17 23:45:00+00:00,161.8209991455078,0.20151999592781067,161.92100524902344,0.20151999592781067,161.7949981689453,0.20151999592781067,161.81700134277344,0.20151999592781067,0,0.0
2025-04-17 23:46:00+00:00,161.8280029296875,,161.87399291992188,,161.7989959716797,,161.8209991455078,,0,
2025-04-17 23:47:00+00:00,161.8520050048828,0.20149999856948853,161.89300537109375,0.20149999856948853,161.79600524902344,0.20149999856948853,161.81300354003906,0.20149999856948853,0,0.0
2025-04-17 23:48:00+00:00,161.8090057373047,,161.8820037841797,,161.76800537109375,,161.81399536132812,,0,
2025-04-17 23:49:00+00:00,161.8179931640625,0.20148999989032745,161.8990020751953,0.20148999989032745,161.80299377441406,0.20148999989032745,161.80499267578125,0.20148999989032745,0,0.0
2025-04-17 23:50:00+00:00,161.8560028076172,,161.88699340820312,,161.7949981689453,,161.8260040283203,,0,
2025-04-17 23:51:00+00:00,161.86300659179688,0.2015099972486496,161.98899841308594,0.2015099972486496,161.80999755859375,0.2015099972486496,161.85000610351562,0.2015099972486496,0,0.0
2025-04-17 23:52:00+00:00,161.85499572753906,,161.8939971923828,,161.83999633789062,,161.86599731445312,,0,
2025-04-17 23:53:00+00:00,161.86599731445312,0.20152999460697174,161.9290008544922,0.20152999460697174,161.81199645996094,0.20152999460697174,161.8699951171875,0.20152999460697174,0,0.0
2025-04-17 23:54:00+00:00,161.87600708007812,,161.92599487304688,,161.80099487304688,,161.86500549316406,,0,
2025-04-17 23:55:00+00:00,161.79100036621094,0.2015399932861328,161.90899658203125,0.2015399932861328,161.7830047607422,0.2015399932861328,161.8780059814453,0.2015399932861328,0,0.0
2025-04-17 23:56:00+00:00,161.83399963378906,,161.8470001220703,,161.78399658203125,,161.7949981689453,,0,
2025-04-17 23:57:00+00:00,161.83200073242188,0.2015399932861328,161.8719940185547,0.2015399932861328,161.78500366210938,0.2015399932861328,161.82400512695312,0.2015399932861328,0,0.0
2025-04-17 23:58:00+00:00,161.83799743652344,,161.83799743652344,,161.78599548339844,,161.83599853515625,,0,
