Price,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
Ticker,EURSGD=X,MXNZAR=X,EURSGD=X,MXNZAR=X,EURSGD=X,MXNZAR=X,EURSGD=X,MXNZAR=X,EURSGD=X,MXNZAR=X
Datetime,,,,,,,,,,
2025-04-17 23:00:00+00:00,1.492400050163269,,1.492900013923645,,1.4898300170898438,,1.4898300170898438,,0,
2025-04-17 23:01:00+00:00,1.4907000064849854,0.9537000060081482,1.4924999475479126,0.9537000060081482,1.4890400171279907,0.9537000060081482,1.491420030593872,0.9537000060081482,0,0.0
2025-04-17 23:02:00+00:00,1.4881000518798828,,1.4907000064849854,,1.487879991531372,,1.4905999898910522,,0,
2025-04-17 23:03:00+00:00,1.4881199598312378,0.9535999894142151,1.489799976348877,0.9535999894142151,1.488010048866272,0.9535999894142151,1.488800048828125,0.9535999894142151,0,0.0
2025-04-17 23:04:00+00:00,1.4884400367736816,,1.4895000457763672,,1.48812997341156,,1.4891999959945679,,0,
2025-04-17 23:05:00+00:00,1.4884099960327148,0.9538999795913696,1.489799976348877,0.9538999795913696,1.488219976425171,0.9538999795913696,1.488379955291748,0.9538999795913696,0,0.0
2025-04-17 23:06:00+00:00,1.4884999990463257,,1.489400029182434,,1.4881600141525269,,1.488420009613037,,0,
2025-04-17 23:07:00+00:00,1.4885400533676147,0.9524000287055969,1.4903000593185425,0.9524000287055969,1.4884300231933594,0.9524000287055969,1.4895999431610107,0.9524000287055969,0,0.0
2025-04-17 23:08:00+00:00,1.4894399642944336,,1.4900200366973877,,1.488669991493225,,1.489400029182434,,0,
2025-04-17 23:09:00+00:00,1.4896399974822998,0.9535999894142151,1.490399956703186,0.9535999894142151,1.4885200262069702,0.9535999894142151,1.4894700050354004,0.9535999894142151,0,0.0
2025-04-17 23:10:00+00:00,1.4907000064849854,,1.4908000230789185,,1.489650011062622,,1.4901000261306763,,0,
2025-04-17 23:11:00+00:00,1.4904999732971191,0.953499972820282,1.4909000396728516,0.953499972820282,1.4897099733352661,0.953499972820282,1.4907000064849854,0.953499972820282,0,0.0
2025-04-17 23:12:00+00:00,1.4895000457763672,,1.4904999732971191,,1.4884099960327148,,1.490399956703186,,0,
2025-04-17 23:13:00+00:00,1.488420009613037,0.9537000060081482,1.4900000095367432,0.9537000060081482,1.4881700277328491,0.9537000060081482,1.489400029182434,0.9537000060081482,0,0.0
2025-04-17 23:14:00+00:00,1.4881800413131714,,1.489300012588501,,1.4881800413131714,,1.489300012588501,,0,
